78;06:09;06:09;12;06:11;06:11;59;06:13;06:13;106;06:14;06:14;69;06:15;06:15;107;06:17;06:17;38;06:19;06:19;57;06:20;06:20;92;06:21;06:21;63;06:22;06:22;14;06:23;06:23;13;06:24;-1
13;06:24;06:24;63;06:26;06:26;92;06:27;06:27;57;06:28;06:28;64;06:29;06:29;107;06:31;06:31;66;06:33;06:33;78;06:34;-1;;;;;;;;;;;;
78;06:39;06:39;12;06:41;06:41;59;06:43;06:43;106;06:44;06:44;69;06:45;06:45;107;06:47;06:47;38;06:49;06:49;57;06:50;06:50;92;06:51;06:51;63;06:52;06:52;14;06:53;06:53;13;06:54;-1
13;06:54;06:54;63;06:56;06:56;92;06:57;06:57;57;06:58;06:58;64;06:59;06:59;107;07:01;07:01;66;07:03;07:03;78;07:04;-1;;;;;;;;;;;;
78;07:09;07:09;12;07:11;07:11;59;07:13;07:13;106;07:14;07:14;69;07:15;07:15;107;07:17;07:17;38;07:19;07:19;57;07:20;07:20;92;07:21;07:21;63;07:22;07:22;14;07:23;07:23;13;07:24;-1
13;07:24;07:24;63;07:26;07:26;92;07:27;07:27;57;07:28;07:28;64;07:29;07:29;107;07:31;07:31;66;07:33;07:33;78;07:34;-1;;;;;;;;;;;;
78;07:39;07:39;12;07:41;07:41;59;07:43;07:43;106;07:44;07:44;69;07:45;07:45;107;07:47;07:47;38;07:49;07:49;57;07:50;07:50;92;07:51;07:51;63;07:52;07:52;14;07:53;07:53;13;07:54;-1
13;07:54;07:54;63;07:56;07:56;92;07:57;07:57;57;07:58;07:58;64;07:59;07:59;107;08:01;08:01;66;08:03;08:03;78;08:04;-1;;;;;;;;;;;;
78;08:09;08:09;12;08:11;08:11;59;08:13;08:13;106;08:14;08:14;69;08:15;08:15;107;08:17;08:17;38;08:19;08:19;57;08:20;08:20;92;08:21;08:21;63;08:22;08:22;14;08:23;08:23;13;08:24;-1
13;08:24;08:24;63;08:26;08:26;92;08:27;08:27;57;08:28;08:28;64;08:29;08:29;107;08:31;08:31;66;08:33;08:33;78;08:34;-1;;;;;;;;;;;;
78;08:39;08:39;12;08:41;08:41;59;08:43;08:43;106;08:44;08:44;69;08:45;08:45;107;08:47;08:47;38;08:49;08:49;57;08:50;08:50;92;08:51;08:51;63;08:52;08:52;14;08:53;08:53;13;08:54;-1
13;08:54;08:54;63;08:56;08:56;92;08:57;08:57;57;08:58;08:58;64;08:59;08:59;107;09:01;09:01;66;09:03;09:03;78;09:04;-1;;;;;;;;;;;;
78;09:09;09:09;12;09:11;09:11;59;09:13;09:13;106;09:14;09:14;69;09:15;09:15;107;09:17;09:17;38;09:19;09:19;57;09:20;09:20;92;09:21;09:21;63;09:22;09:22;14;09:23;09:23;43;09:24;-1
43;09:25;09:25;13;09:26;09:26;63;09:28;09:28;92;09:29;09:29;57;09:30;09:30;64;09:31;09:31;107;09:33;09:33;66;09:35;09:35;78;09:36;-1;;;;;;;;;
78;09:39;09:39;12;09:41;09:41;59;09:43;09:43;106;09:44;09:44;69;09:45;09:45;107;09:47;09:47;38;09:49;09:49;57;09:50;09:50;92;09:51;09:51;63;09:52;09:52;14;09:53;09:53;43;09:54;-1
78;09:54;09:54;12;09:56;09:56;59;09:58;09:58;106;09:59;09:59;69;10:00;10:00;107;10:02;10:02;38;10:04;10:04;57;10:05;10:05;92;10:06;10:06;63;10:07;10:07;14;10:08;10:08;43;10:09;-1
43;09:55;09:55;13;09:56;09:56;63;09:58;09:58;92;09:59;09:59;57;10:00;10:00;64;10:01;10:01;107;10:03;10:03;66;10:05;10:05;78;10:06;-1;;;;;;;;;
78;10:09;10:09;12;10:11;10:11;59;10:13;10:13;106;10:14;10:14;69;10:15;10:15;107;10:17;10:17;38;10:19;10:19;57;10:20;10:20;92;10:21;10:21;63;10:22;10:22;14;10:23;10:23;43;10:24;-1
43;10:10;10:10;13;10:11;10:11;63;10:13;10:13;92;10:14;10:14;57;10:15;10:15;64;10:16;10:16;107;10:18;10:18;66;10:20;10:20;78;10:21;-1;;;;;;;;;
78;10:24;10:24;12;10:26;10:26;59;10:28;10:28;106;10:29;10:29;69;10:30;10:30;107;10:32;10:32;38;10:34;10:34;57;10:35;10:35;92;10:36;10:36;63;10:37;10:37;14;10:38;10:38;43;10:39;-1
43;10:25;10:25;13;10:26;10:26;63;10:28;10:28;92;10:29;10:29;57;10:30;10:30;64;10:31;10:31;107;10:33;10:33;66;10:35;10:35;78;10:36;-1;;;;;;;;;
78;10:39;10:39;12;10:41;10:41;59;10:43;10:43;106;10:44;10:44;69;10:45;10:45;107;10:47;10:47;38;10:49;10:49;57;10:50;10:50;92;10:51;10:51;63;10:52;10:52;14;10:53;10:53;43;10:54;-1
43;10:40;10:40;13;10:41;10:41;63;10:43;10:43;92;10:44;10:44;57;10:45;10:45;64;10:46;10:46;107;10:48;10:48;66;10:50;10:50;78;10:51;-1;;;;;;;;;
78;10:54;10:54;12;10:56;10:56;59;10:58;10:58;106;10:59;10:59;69;11:00;11:00;107;11:02;11:02;38;11:04;11:04;57;11:05;11:05;92;11:06;11:06;63;11:07;11:07;14;11:08;11:08;43;11:09;-1
43;10:55;10:55;13;10:56;10:56;63;10:58;10:58;92;10:59;10:59;57;11:00;11:00;64;11:01;11:01;107;11:03;11:03;66;11:05;11:05;78;11:06;-1;;;;;;;;;
78;11:09;11:09;12;11:11;11:11;59;11:13;11:13;106;11:14;11:14;69;11:15;11:15;107;11:17;11:17;38;11:19;11:19;57;11:20;11:20;92;11:21;11:21;63;11:22;11:22;14;11:23;11:23;43;11:24;-1
43;11:10;11:10;13;11:11;11:11;63;11:13;11:13;92;11:14;11:14;57;11:15;11:15;64;11:16;11:16;107;11:18;11:18;66;11:20;11:20;78;11:21;-1;;;;;;;;;
78;11:24;11:24;12;11:26;11:26;59;11:28;11:28;106;11:29;11:29;69;11:30;11:30;107;11:32;11:32;38;11:34;11:34;57;11:35;11:35;92;11:36;11:36;63;11:37;11:37;14;11:38;11:38;43;11:39;-1
43;11:25;11:25;13;11:26;11:26;63;11:28;11:28;92;11:29;11:29;57;11:30;11:30;64;11:31;11:31;107;11:33;11:33;66;11:35;11:35;78;11:36;-1;;;;;;;;;
78;11:39;11:39;12;11:41;11:41;59;11:43;11:43;106;11:44;11:44;69;11:45;11:45;107;11:47;11:47;38;11:49;11:49;57;11:50;11:50;92;11:51;11:51;63;11:52;11:52;14;11:53;11:53;43;11:54;-1
43;11:40;11:40;13;11:41;11:41;63;11:43;11:43;92;11:44;11:44;57;11:45;11:45;64;11:46;11:46;107;11:48;11:48;66;11:50;11:50;78;11:51;-1;;;;;;;;;
78;11:54;11:54;12;11:56;11:56;59;11:58;11:58;106;11:59;11:59;69;12:00;12:00;107;12:02;12:02;38;12:04;12:04;57;12:05;12:05;92;12:06;12:06;63;12:07;12:07;14;12:08;12:08;43;12:09;-1
43;11:55;11:55;13;11:56;11:56;63;11:58;11:58;92;11:59;11:59;57;12:00;12:00;64;12:01;12:01;107;12:03;12:03;66;12:05;12:05;78;12:06;-1;;;;;;;;;
78;12:09;12:09;12;12:11;12:11;59;12:13;12:13;106;12:14;12:14;69;12:15;12:15;107;12:17;12:17;38;12:19;12:19;57;12:20;12:20;92;12:21;12:21;63;12:22;12:22;14;12:23;12:23;43;12:24;-1
43;12:10;12:10;13;12:11;12:11;63;12:13;12:13;92;12:14;12:14;57;12:15;12:15;64;12:16;12:16;107;12:18;12:18;66;12:20;12:20;78;12:21;-1;;;;;;;;;
78;12:24;12:24;12;12:26;12:26;59;12:28;12:28;106;12:29;12:29;69;12:30;12:30;107;12:32;12:32;38;12:34;12:34;57;12:35;12:35;92;12:36;12:36;63;12:37;12:37;14;12:38;12:38;43;12:39;-1
43;12:25;12:25;13;12:26;12:26;63;12:28;12:28;92;12:29;12:29;57;12:30;12:30;64;12:31;12:31;107;12:33;12:33;66;12:35;12:35;78;12:36;-1;;;;;;;;;
78;12:39;12:39;12;12:41;12:41;59;12:43;12:43;106;12:44;12:44;69;12:45;12:45;107;12:47;12:47;38;12:49;12:49;57;12:50;12:50;92;12:51;12:51;63;12:52;12:52;14;12:53;12:53;43;12:54;-1
43;12:40;12:40;13;12:41;12:41;63;12:43;12:43;92;12:44;12:44;57;12:45;12:45;64;12:46;12:46;107;12:48;12:48;66;12:50;12:50;78;12:51;-1;;;;;;;;;
78;12:54;12:54;12;12:56;12:56;59;12:58;12:58;106;12:59;12:59;69;13:00;13:00;107;13:02;13:02;38;13:04;13:04;57;13:05;13:05;92;13:06;13:06;63;13:07;13:07;14;13:08;13:08;43;13:09;-1
43;12:55;12:55;13;12:56;12:56;63;12:58;12:58;92;12:59;12:59;57;13:00;13:00;64;13:01;13:01;107;13:03;13:03;66;13:05;13:05;78;13:06;-1;;;;;;;;;
78;13:09;13:09;12;13:11;13:11;59;13:13;13:13;106;13:14;13:14;69;13:15;13:15;107;13:17;13:17;38;13:19;13:19;57;13:20;13:20;92;13:21;13:21;63;13:22;13:22;14;13:23;13:23;43;13:24;-1
43;13:10;13:10;13;13:11;13:11;63;13:13;13:13;92;13:14;13:14;57;13:15;13:15;64;13:16;13:16;107;13:18;13:18;66;13:20;13:20;78;13:21;-1;;;;;;;;;
78;13:24;13:24;12;13:26;13:26;59;13:28;13:28;106;13:29;13:29;69;13:30;13:30;107;13:32;13:32;38;13:34;13:34;57;13:35;13:35;92;13:36;13:36;63;13:37;13:37;14;13:38;13:38;43;13:39;-1
43;13:25;13:25;13;13:26;13:26;63;13:28;13:28;92;13:29;13:29;57;13:30;13:30;64;13:31;13:31;107;13:33;13:33;66;13:35;13:35;78;13:36;-1;;;;;;;;;
78;13:39;13:39;12;13:41;13:41;59;13:43;13:43;106;13:44;13:44;69;13:45;13:45;107;13:47;13:47;38;13:49;13:49;57;13:50;13:50;92;13:51;13:51;63;13:52;13:52;14;13:53;13:53;43;13:54;-1
43;13:40;13:40;13;13:41;13:41;63;13:43;13:43;92;13:44;13:44;57;13:45;13:45;64;13:46;13:46;107;13:48;13:48;66;13:50;13:50;78;13:51;-1;;;;;;;;;
78;13:54;13:54;12;13:56;13:56;59;13:58;13:58;106;13:59;13:59;69;14:00;14:00;107;14:02;14:02;38;14:04;14:04;57;14:05;14:05;92;14:06;14:06;63;14:07;14:07;14;14:08;14:08;43;14:09;-1
43;13:55;13:55;13;13:56;13:56;63;13:58;13:58;92;13:59;13:59;57;14:00;14:00;64;14:01;14:01;107;14:03;14:03;66;14:05;14:05;78;14:06;-1;;;;;;;;;
78;14:09;14:09;12;14:11;14:11;59;14:13;14:13;106;14:14;14:14;69;14:15;14:15;107;14:17;14:17;38;14:19;14:19;57;14:20;14:20;92;14:21;14:21;63;14:22;14:22;14;14:23;14:23;43;14:24;-1
43;14:10;14:10;13;14:11;14:11;63;14:13;14:13;92;14:14;14:14;57;14:15;14:15;64;14:16;14:16;107;14:18;14:18;66;14:20;14:20;78;14:21;-1;;;;;;;;;
78;14:24;14:24;12;14:26;14:26;59;14:28;14:28;106;14:29;14:29;69;14:30;14:30;107;14:32;14:32;38;14:34;14:34;57;14:35;14:35;92;14:36;14:36;63;14:37;14:37;14;14:38;14:38;43;14:39;-1
43;14:25;14:25;13;14:26;14:26;63;14:28;14:28;92;14:29;14:29;57;14:30;14:30;64;14:31;14:31;107;14:33;14:33;66;14:35;14:35;78;14:36;-1;;;;;;;;;
78;14:39;14:39;12;14:41;14:41;59;14:43;14:43;106;14:44;14:44;69;14:45;14:45;107;14:47;14:47;38;14:49;14:49;57;14:50;14:50;92;14:51;14:51;63;14:52;14:52;14;14:53;14:53;43;14:54;-1
43;14:40;14:40;13;14:41;14:41;63;14:43;14:43;92;14:44;14:44;57;14:45;14:45;64;14:46;14:46;107;14:48;14:48;66;14:50;14:50;78;14:51;-1;;;;;;;;;
78;14:54;14:54;12;14:56;14:56;59;14:58;14:58;106;14:59;14:59;69;15:00;15:00;107;15:02;15:02;38;15:04;15:04;57;15:05;15:05;92;15:06;15:06;63;15:07;15:07;14;15:08;15:08;43;15:09;-1
43;14:55;14:55;13;14:56;14:56;63;14:58;14:58;92;14:59;14:59;57;15:00;15:00;64;15:01;15:01;107;15:03;15:03;66;15:05;15:05;78;15:06;-1;;;;;;;;;
78;15:09;15:09;12;15:11;15:11;59;15:13;15:13;106;15:14;15:14;69;15:15;15:15;107;15:17;15:17;38;15:19;15:19;57;15:20;15:20;92;15:21;15:21;63;15:22;15:22;14;15:23;15:23;43;15:24;-1
43;15:10;15:10;13;15:11;15:11;63;15:13;15:13;92;15:14;15:14;57;15:15;15:15;64;15:16;15:16;107;15:18;15:18;66;15:20;15:20;78;15:21;-1;;;;;;;;;
78;15:24;15:24;12;15:26;15:26;59;15:28;15:28;106;15:29;15:29;69;15:30;15:30;107;15:32;15:32;38;15:34;15:34;57;15:35;15:35;92;15:36;15:36;63;15:37;15:37;14;15:38;15:38;43;15:39;-1
43;15:25;15:25;13;15:26;15:26;63;15:28;15:28;92;15:29;15:29;57;15:30;15:30;64;15:31;15:31;107;15:33;15:33;66;15:35;15:35;78;15:36;-1;;;;;;;;;
78;15:39;15:39;12;15:41;15:41;59;15:43;15:43;106;15:44;15:44;69;15:45;15:45;107;15:47;15:47;38;15:49;15:49;57;15:50;15:50;92;15:51;15:51;63;15:52;15:52;14;15:53;15:53;43;15:54;-1
43;15:40;15:40;13;15:41;15:41;63;15:43;15:43;92;15:44;15:44;57;15:45;15:45;64;15:46;15:46;107;15:48;15:48;66;15:50;15:50;78;15:51;-1;;;;;;;;;
78;15:54;15:54;12;15:56;15:56;59;15:58;15:58;106;15:59;15:59;69;16:00;16:00;107;16:02;16:02;38;16:04;16:04;57;16:05;16:05;92;16:06;16:06;63;16:07;16:07;14;16:08;16:08;43;16:09;-1
43;15:55;15:55;13;15:56;15:56;63;15:58;15:58;92;15:59;15:59;57;16:00;16:00;64;16:01;16:01;107;16:03;16:03;66;16:05;16:05;78;16:06;-1;;;;;;;;;
78;16:09;16:09;12;16:11;16:11;59;16:13;16:13;106;16:14;16:14;69;16:15;16:15;107;16:17;16:17;38;16:19;16:19;57;16:20;16:20;92;16:21;16:21;63;16:22;16:22;14;16:23;16:23;43;16:24;-1
43;16:10;16:10;13;16:11;16:11;63;16:13;16:13;92;16:14;16:14;57;16:15;16:15;64;16:16;16:16;107;16:18;16:18;66;16:20;16:20;78;16:21;-1;;;;;;;;;
78;16:24;16:24;12;16:26;16:26;59;16:28;16:28;106;16:29;16:29;69;16:30;16:30;107;16:32;16:32;38;16:34;16:34;57;16:35;16:35;92;16:36;16:36;63;16:37;16:37;14;16:38;16:38;43;16:39;-1
43;16:25;16:25;13;16:26;16:26;63;16:28;16:28;92;16:29;16:29;57;16:30;16:30;64;16:31;16:31;107;16:33;16:33;66;16:35;16:35;78;16:36;-1;;;;;;;;;
78;16:39;16:39;12;16:41;16:41;59;16:43;16:43;106;16:44;16:44;69;16:45;16:45;107;16:47;16:47;38;16:49;16:49;57;16:50;16:50;92;16:51;16:51;63;16:52;16:52;14;16:53;16:53;43;16:54;-1
43;16:40;16:40;13;16:41;16:41;63;16:43;16:43;92;16:44;16:44;57;16:45;16:45;64;16:46;16:46;107;16:48;16:48;66;16:50;16:50;78;16:51;-1;;;;;;;;;
78;16:54;16:54;12;16:56;16:56;59;16:58;16:58;106;16:59;16:59;69;17:00;17:00;107;17:02;17:02;38;17:04;17:04;57;17:05;17:05;92;17:06;17:06;63;17:07;17:07;14;17:08;17:08;43;17:09;-1
43;16:55;16:55;13;16:56;16:56;63;16:58;16:58;92;16:59;16:59;57;17:00;17:00;64;17:01;17:01;107;17:03;17:03;66;17:05;17:05;78;17:06;-1;;;;;;;;;
78;17:09;17:09;12;17:11;17:11;59;17:13;17:13;106;17:14;17:14;69;17:15;17:15;107;17:17;17:17;38;17:19;17:19;57;17:20;17:20;92;17:21;17:21;63;17:22;17:22;14;17:23;17:23;43;17:24;-1
43;17:10;17:10;13;17:11;17:11;63;17:13;17:13;92;17:14;17:14;57;17:15;17:15;64;17:16;17:16;107;17:18;17:18;66;17:20;17:20;78;17:21;-1;;;;;;;;;
78;17:24;17:24;12;17:26;17:26;59;17:28;17:28;106;17:29;17:29;69;17:30;17:30;107;17:32;17:32;38;17:34;17:34;57;17:35;17:35;92;17:36;17:36;63;17:37;17:37;14;17:38;17:38;43;17:39;-1
43;17:25;17:25;13;17:26;17:26;63;17:28;17:28;92;17:29;17:29;57;17:30;17:30;64;17:31;17:31;107;17:33;17:33;66;17:35;17:35;78;17:36;-1;;;;;;;;;
78;17:39;17:39;12;17:41;17:41;59;17:43;17:43;106;17:44;17:44;69;17:45;17:45;107;17:47;17:47;38;17:49;17:49;57;17:50;17:50;92;17:51;17:51;63;17:52;17:52;14;17:53;17:53;43;17:54;-1
43;17:40;17:40;13;17:41;17:41;63;17:43;17:43;92;17:44;17:44;57;17:45;17:45;64;17:46;17:46;107;17:48;17:48;66;17:50;17:50;78;17:51;-1;;;;;;;;;
78;17:54;17:54;12;17:56;17:56;59;17:58;17:58;106;17:59;17:59;69;18:00;18:00;107;18:02;18:02;38;18:04;18:04;57;18:05;18:05;92;18:06;18:06;63;18:07;18:07;14;18:08;18:08;43;18:09;-1
43;17:55;17:55;13;17:56;17:56;63;17:58;17:58;92;17:59;17:59;57;18:00;18:00;64;18:01;18:01;107;18:03;18:03;66;18:05;18:05;78;18:06;-1;;;;;;;;;
78;18:09;18:09;12;18:11;18:11;59;18:13;18:13;106;18:14;18:14;69;18:15;18:15;107;18:17;18:17;38;18:19;18:19;57;18:20;18:20;92;18:21;18:21;63;18:22;18:22;14;18:23;18:23;43;18:24;-1
43;18:10;18:10;13;18:11;18:11;63;18:13;18:13;92;18:14;18:14;57;18:15;18:15;64;18:16;18:16;107;18:18;18:18;66;18:20;18:20;78;18:21;-1;;;;;;;;;
78;18:24;18:24;12;18:26;18:26;59;18:28;18:28;106;18:29;18:29;69;18:30;18:30;107;18:32;18:32;38;18:34;18:34;57;18:35;18:35;92;18:36;18:36;63;18:37;18:37;14;18:38;18:38;43;18:39;-1
43;18:25;18:25;13;18:26;18:26;63;18:28;18:28;92;18:29;18:29;57;18:30;18:30;64;18:31;18:31;107;18:33;18:33;66;18:35;18:35;78;18:36;-1;;;;;;;;;
78;18:39;18:39;12;18:41;18:41;59;18:43;18:43;106;18:44;18:44;69;18:45;18:45;107;18:47;18:47;38;18:49;18:49;57;18:50;18:50;92;18:51;18:51;63;18:52;18:52;14;18:53;18:53;43;18:54;-1
43;18:40;18:40;13;18:41;18:41;63;18:43;18:43;92;18:44;18:44;57;18:45;18:45;64;18:46;18:46;107;18:48;18:48;66;18:50;18:50;78;18:51;-1;;;;;;;;;
78;18:54;18:54;12;18:56;18:56;59;18:58;18:58;106;18:59;18:59;69;19:00;19:00;107;19:02;19:02;38;19:04;19:04;57;19:05;19:05;92;19:06;19:06;63;19:07;19:07;14;19:08;19:08;43;19:09;-1
43;18:55;18:55;13;18:56;18:56;63;18:58;18:58;92;18:59;18:59;57;19:00;19:00;64;19:01;19:01;107;19:03;19:03;66;19:05;19:05;78;19:06;-1;;;;;;;;;
78;19:09;19:09;12;19:11;19:11;59;19:13;19:13;106;19:14;19:14;69;19:15;19:15;107;19:17;19:17;38;19:19;19:19;57;19:20;19:20;92;19:21;19:21;63;19:22;19:22;14;19:23;19:23;43;19:24;-1
43;19:10;19:10;13;19:11;19:11;63;19:13;19:13;92;19:14;19:14;57;19:15;19:15;64;19:16;19:16;107;19:18;19:18;66;19:20;19:20;78;19:21;-1;;;;;;;;;
78;19:24;19:24;12;19:26;19:26;59;19:28;19:28;106;19:29;19:29;69;19:30;19:30;107;19:32;19:32;38;19:34;19:34;57;19:35;19:35;92;19:36;19:36;63;19:37;19:37;14;19:38;19:38;43;19:39;-1
43;19:25;19:25;13;19:26;19:26;63;19:28;19:28;92;19:29;19:29;57;19:30;19:30;64;19:31;19:31;107;19:33;19:33;66;19:35;19:35;78;19:36;-1;;;;;;;;;
78;19:39;19:39;12;19:41;19:41;59;19:43;19:43;106;19:44;19:44;69;19:45;19:45;107;19:47;19:47;38;19:49;19:49;57;19:50;19:50;92;19:51;19:51;63;19:52;19:52;14;19:53;19:53;43;19:54;-1
43;19:40;19:40;13;19:41;19:41;63;19:43;19:43;92;19:44;19:44;57;19:45;19:45;64;19:46;19:46;107;19:48;19:48;66;19:50;19:50;78;19:51;-1;;;;;;;;;
43;19:55;19:55;13;19:56;19:56;63;19:58;19:58;92;19:59;19:59;57;20:00;20:00;64;20:01;20:01;107;20:03;20:03;66;20:05;20:05;78;20:06;-1;;;;;;;;;
78;20:09;20:09;12;20:11;20:11;59;20:13;20:13;106;20:14;20:14;69;20:15;20:15;107;20:17;20:17;38;20:19;20:19;57;20:20;20:20;92;20:21;20:21;63;20:22;20:22;14;20:23;20:23;43;20:24;-1
43;20:25;20:25;13;20:26;20:26;63;20:28;20:28;92;20:29;20:29;57;20:30;20:30;64;20:31;20:31;107;20:33;20:33;66;20:35;20:35;78;20:36;-1;;;;;;;;;
78;20:39;20:39;12;20:41;20:41;59;20:43;20:43;106;20:44;20:44;69;20:45;20:45;107;20:47;20:47;38;20:49;20:49;57;20:50;20:50;92;20:51;20:51;63;20:52;20:52;14;20:53;20:53;43;20:54;-1
43;20:55;20:55;13;20:56;20:56;63;20:58;20:58;92;20:59;20:59;57;21:00;21:00;64;21:01;21:01;107;21:03;21:03;66;21:05;21:05;78;21:06;-1;;;;;;;;;
78;21:18;21:18;12;21:20;21:20;59;21:22;21:22;106;21:23;21:23;69;21:24;21:24;107;21:26;21:26;38;21:28;21:28;57;21:29;21:29;92;21:30;21:30;63;21:31;21:31;14;21:32;21:32;13;21:33;-1
13;21:33;21:33;63;21:34;21:34;92;21:35;21:35;57;21:36;21:36;64;21:37;21:37;107;21:39;-1;;;;;;;;;;;;;;;;;;
78;22:18;22:18;12;22:20;22:20;59;22:22;22:22;106;22:23;22:23;69;22:24;22:24;107;22:26;22:26;38;22:28;22:28;57;22:29;22:29;92;22:30;22:30;63;22:31;22:31;14;22:32;22:32;13;22:33;-1
13;22:33;22:33;63;22:34;22:34;92;22:35;22:35;57;22:36;22:36;64;22:37;22:37;107;22:39;-1;;;;;;;;;;;;;;;;;;
78;23:18;23:18;12;23:20;23:20;59;23:22;23:22;106;23:23;23:23;69;23:24;23:24;107;23:26;23:26;38;23:28;23:28;57;23:29;23:29;92;23:30;23:30;63;23:31;23:31;14;23:32;23:32;13;23:33;-1
13;23:33;23:33;63;23:34;23:34;92;23:35;23:35;57;23:36;23:36;64;23:37;23:37;107;23:39;-1;;;;;;;;;;;;;;;;;;
